query-id,product1,product2,product3,product4,product5
94,103008618,103055718,103003319,103002772,103022641
95,103034288,103057378,103057798,103058821,103045967
96,103047194,103020097,103007340,103011035,103035422
97,103063095,103018675,103037519,103041130,103022025
98,103049039,103061218,103062417,103057562,103013017
99,103048039,103060811,103013443,103063573,103030635
100,103044806,103014174,103012284,103006609,103040723
101,103020103,103053165,103046224,103057779,103033119
102,103016739,103016005,103001298,103023444,103028653
103,103063996,103020895,103047291,103055189,103058375
104,103035984,103055644,103010737,103047809,103041655
105,103006100,103014420,103035560,103039172,103052577
106,103046033,103016202,103006562,103039172,103024397
107,103054991,103062837,103026025,103024715,103010726
108,103023015,103037205,103016095,103045283,103034943
109,103030129,103011991,103006328,103023262,103029995
110,103052743,103050781,101080006,103041700,103010306
111,103034462,103066448,103057697,103001277,103026894
112,103061280,103034520,103064453,103058920,103016662
113,103007569,103025355,103064146,103047764,103047927
114,103055434,103024820,103020280,103012359,103047614
115,103033192,103060186,103061191,103020938,103043033
116,103050724,103017471,103039789,103028018,103065232
117,103040971,103047399,103061236,103051892,103000224
118,103056064,103023057,103061627,103004026,103040329
119,103007676,103034497,103034664,103009157,103010474
120,103020496,103042038,103049070,103035179,103008661
121,103010423,103027149,103028811,103026308,103010331
122,103045561,103028751,103012752,103023634,103063103
123,103033196,103016986,103046666,103064377,103033552
124,103039857,103005467,103047720,103018405,103027096
125,103042200,103031516,103006021,103027393,103013930
126,103053629,103034766,103016450,103017011,103022099
127,103014070,103013213,103025369,103045954,103016057
128,103054214,103028509,103053344,103019283,103012076
129,103027490,103028046,103057058,103018886,103022967
130,103061131,103036469,103026992,103048946,103000497
131,103048939,103055706,103006498,103023283,103030602
132,103023633,103011763,103055712,103034438,103061291
133,103037755,103016188,103041282,103065708,103063073
134,103043245,103060571,103060419,103028674,103000825
135,103020909,103043395,103041047,103017850,103015238
136,103043585,103032763,103053938,103064567,103065605
137,103058315,103062606,103051474,103063045,103059138
138,103048245,103002126,103065409,102339596,103028541
139,103045345,103023147,103052697,103022725,103016015
140,103063942,103035014,103017502,103021824,103017171
141,103054102,103021784,103030844,103007172,103027332
142,103036356,103054096,103020552,103033133,103007574
143,103046356,103057492,103038377,103038398,103048641
144,103062701,103039277,103026544,103006787,103003335
145,103048536,103066487,103063373,103014599,103044982
146,103049586,103028028,103041526,103031926,103005835
147,103051099,103050346,103016863,103044701,103022046
148,103058139,103061549,103004315,103059052,103001729
149,103038805,103035193,103006921,103035422,103038206
150,103016804,103026812,103033071,103052561,103063810
151,103066407,103028152,103036043,103039525,103025020
152,103012846,103064520,103062430,103046248,103059536
153,103061974,103053222,103042785,103022424,103027012
154,103021459,103032083,103014079,103045110,103048939
155,103037901,103047218,103032100,103020399,103039884
156,103003417,103016946,103006981,103012716,103047319
157,103000726,103056979,103028737,103047550,103011613
158,103059695,103043607,103035396,103006807,103030298
159,103054767,103053781,103019535,103004215,103054058
160,103045851,103034109,103006269,103033715,103035547
161,103041240,103012397,103037670,103048953,103002888
162,103018901,103008716,103000174,103007202,103051658
163,103001162,103049952,103048499,103061599,103006011
164,103027943,103029575,103053296,103003503,103053525
165,103001130,103001954,103008810,103044313,103029960
166,103055999,103016961,103026653,103031343,103037645
167,103008060,103034613,103039251,103022461,103040187
168,103014723,103059323,103055679,103028611,103035446
169,103003446,103055234,103062448,103002603,103051555
170,103020684,103026902,103022062,103005927,103024947
171,103014900,103037284,103020724,103027104,103057803
172,103050595,103047491,103051287,103012930,103004529
173,103011159,103026340,103011514,103042538,103061075
174,103053779,103013258,103009613,103009020,103017022
175,103031567,103057307,103017400,103049482,103040028
176,103057048,103001481,103066786,103003928,103042652
177,103059300,103006502,103044636,103024006,103036338
178,103051012,103033615,103061261,103014872,103022059
179,103030958,103025691,103006158,103007874,103011497
180,103005459,103065494,103002851,103026104,103025778
181,103016245,103049297,103012368,103041553,103023140
182,103011868,103007700,103026985,103009685,103065653
183,103063519,103050050,103043862,103015467,103052394
184,103043088,103049249,103005622,103011970,103012873
185,103008234,103002493,103009107,103016405,103011171
186,103064298,103063474,103021912,103026274,103061647
187,103065893,103020103,103006922,103019082,103008152
188,103060050,103045928,103053577,103045102,103040867
189,103006584,103001925,103006611,103052735,103034496
190,103006321,103000784,103020607,103054364,103007157
191,103004269,103020609,103021914,103056316,103019767
192,103057063,103012054,103001937,103043405,103029517
193,103008896,103034180,103010888,103047487,103064218
194,103022255,103059664,103044314,103028941,103056468
195,103024218,103020316,103066767,103032953,103044074
196,103047894,103020054,103038429,103066743,103000817
197,103003541,103013445,103000434,103059798,103001897
198,103059583,103034666,103012506,103031548,103065837
199,103018200,103045262,103055583,103039852,103035988
200,103011835,103060508,103061526,100469470,101902314
201,103056086,103031188,103037353,103016017,103057808
202,103031278,103050893,103040717,103001431,103032036
203,103020485,103042080,103039211,103059228,103061478
204,103063252,103008123,103038658,103023995,103006302
205,103031717,103001834,103043950,103024424,103017256
206,103032587,103006599,103058339,103015130,103015268
207,103019772,103062036,103051078,103001782,103006465
208,103009689,103048081,103029843,103049243,103001038
209,103017158,103033332,103065457,103045346,103049993
210,103018912,103034785,103058187,103024515,103049292
211,103015955,103004429,103003215,103024090,103029329
212,103023403,103049051,103064911,103003544,103053630
213,103057311,103058909,103034848,103035604,103019868
214,103010042,103030580,103002675,103040557,103056027
215,103064828,103049505,103064012,103029776,103002701
216,103025572,103015416,103042043,103059223,103022275
217,103016194,103037069,103034904,103035467,103011969
218,103026784,103038480,103048368,103063744,103000896
219,103017047,103005874,103023399,103009333,103030315
220,103057946,103022520,103020233,103002829,103051489
221,103027908,103033259,103031699,103063825,103052394
222,103046451,103007823,103033337,103001333,103029863
223,103021798,103033506,103026239,103032349,103017996
224,103059043,103049602,103048634,103039172,103000960
225,103021611,103002454,103044603,103015399,103060523
226,101327120,103011891,103014837,103065709,103022091
227,103001151,103007968,103011889,103046880,103004574
228,103059280,103017052,103049924,103063013,103033684
229,103046885,103054347,103040887,103010980,103043910
230,103021530,103025561,103036164,103042967,103025399
231,103060329,103002772,103025945,103039172,103043160
232,103027579,103036348,103006930,103039049,103030627
233,103027030,103037957,103031342,103056315,103001254
234,103049232,103006258,103042605,103028410,103041449
235,103055390,103040689,103015560,103066235,103065553
236,103043312,103046890,103008302,103011775,103035657
237,103053331,103033370,103017565,103027202,103059891
238,103040699,103007101,103055802,103013162,103033063
239,103059685,103041108,103022182,103008910,103005616
240,103057989,103052541,103061922,103045983,103002203
241,103030637,103053412,103045713,103066317,103000415
242,103017396,103022635,103015469,103000522,103034516
243,103027194,103056080,103045300,103007594,103038952
244,103063813,103029889,103041197,103038697,103034864
245,103005797,103049606,103006290,103057143,103043972
246,103052083,103000830,103010786,103043101,103050190
247,103055196,103022602,103053133,103045203,103040080
248,103021207,103014860,103033949,103055919,103045724
249,103012631,103041621,103045316,103051687,103046564
250,103064646,103032359,103034118,103021986,103038697
251,103031090,103012388,103065494,103010786,103057745
252,103060252,103036076,103022643,103005904,103007572
253,103056274,103007468,103029045,103062676,103053722
254,103000810,103043061,103058854,103014669,103007921
255,103046857,103023641,103065687,103023300,103049618
256,103043119,103052714,103019545,103055896,103039899
257,103038941,103058843,103038246,103007419,101902314
258,103049894,103013823,103002374,103007125,103010090
259,103062462,103066949,103050469,103040860,103014766
260,103059398,103034535,103029120,103006845,103034933
261,103060357,103045923,103014891,103007690,103041551
262,103023109,103065177,103025766,103029256,103031874
263,103063238,103004686,103009727,103062644,103031980
264,103030747,103061658,103054489,103046068,103041642
265,103018865,103023804,103029947,103031232,103056404
266,103005638,103027977,103006507,103059740,103045183
267,103008481,103018524,103006671,103049344,103014444
268,103001391,103045249,103013678,103006181,103027297
269,103062712,103033613,103011811,103061022,103014438
270,103017686,103031025,103050213,103010089,103000196
271,103027406,103057966,103032258,103020307,103044811
272,103062800,103066153,103064787,103050050,103038637
273,103037224,103051985,103000660,103036645,103057214
274,103016189,103053696,103021298,103037830,103026052
275,103032891,103048625,103010227,103052112,103013435
276,103035281,103014543,103017969,103019873,103060470
277,103037830,103003911,103053696,103049554,103004829
278,103014368,103053712,103007512,103060193,103034971
279,103050837,103041222,103037294,103019099,103039008
280,103001856,103036753,103025124,103055527,103033647
281,103064052,103045920,103007924,103011316,103054853
282,103037125,103056640,103011130,103017689,103061073
283,103053676,103024893,103055346,103014902,103061928
284,103001157,103060011,103020554,103054624,103052886
285,103043030,103017877,103061602,103027666,103058026
286,103044597,103001517,103045398,103054588,103037101
287,103046969,103066243,103004191,103045183,103040978
288,103045185,103042331,103015133,103066040,103060405
289,103017349,103060727,103051210,103050533,103019805
290,103026566,103040811,103046519,103056126,103008628
291,103062776,103046109,103025257,103056592,103033092
292,103047256,103044024,103056987,103051924,103029025
293,103059268,103045229,103063808,103018462,103033258
294,103052405,103050106,103060825,103047392,103031427
295,103026623,103059593,103006161,103009860,103001743
296,103004898,103030092,103002069,103021827,103035202
297,103041095,103030101,103059012,103050772,103012568
298,103022816,103045439,103031819,103012737,103014955
299,103026318,103066765,103044623,103038243,103058200
300,103037453,103035380,103019392,103016366,103051119
301,103038341,103058656,103066964,103063873,103035811
302,103063552,103024524,103047480,103045223,103066065
303,103029329,103035563,103021966,103014213,103027579
304,103036020,103014030,103044776,103062686,103005236
305,103065246,103060586,103049538,103035351,103037802
306,103039387,103063787,103037911,103005563,103031595
307,103057039,103047823,103025858,103032669,103038796
308,103021278,103040980,103048372,103011185,103011061
309,103055764,103045560,103022495,103008510,103006125
310,103002815,103025133,103031735,103057886,103028407
311,103006500,103008190,103025236,103039151,103050980
312,103043289,103023470,103051641,103052993,103006981
314,103063160,103053400,103000974,103029243,103063340
315,103060098,103019688,103030594,103025671,103006694
316,103030635,103018483,103053714,103007232,103018519
317,103034182,103006161,103043686,103026623,103009860
318,103007874,103024396,103052743,103043329,103021647
319,103016266,103020745,103041440,103008007,103051176
320,103017845,103027101,103057432,103039899,103064438
321,103001507,103048488,103036007,103017253,103065018
322,103065865,103010521,103029161,103043036,103047698
323,103033695,103054675,103004589,103018098,103057706
324,103033407,103065614,103058746,103036675,103064318
325,103056196,103032099,103008308,103045103,103053503
326,103057022,103002925,103005801,103036634,103054838
327,103054238,103052919,103021356,103043384,103055012
328,103028013,103002895,103040113,103028078,103008582
329,103002571,103049221,103033225,103020292,103008314
330,103051335,103019532,103032538,103059707,101520853
331,103042653,103024111,103049843,103066524,103041922
332,103014183,103013050,103030949,103002772,103026002
333,103012585,103027260,103054209,103031666,103010783
334,101902314,103001853,103013145,103062548,103007762
335,103020367,103024835,103024086,103036286,103022766
336,103027457,103066524,103039774,103061798,103002772
337,103003417,103066948,103048610,103040706,103015579
338,103018538,103060258,103059457,103020198,103024738
339,103065817,103049380,103033757,103011705,103011500
340,103034743,103029131,103058149,103005086,103028513
341,103059007,103051945,103056291,101426929,103015138
342,103045142,103054352,103011908,103025706,103045215
343,103047558,103011473,103018765,103016642,103014568
344,103040031,103033906,103027171,103064510,103044158
345,103060643,103004800,103015925,103031933,103011035
346,103010651,103030856,103030098,103053584,103003495
347,103000882,103012242,103021251,103008581,103030730
348,103005805,103027908,103048717,103046388,103030012
349,103063700,103052173,103017996,103018483,103053989
350,103054881,103031976,103043101,103027908,103047559
351,103020315,103050821,103011052,103042961,103047309
352,103057751,103022353,103053134,103052394,103065640
353,103001813,103057326,103031263,103061937,103055137
354,103029804,103021717,103014174,103064801,103030762
355,103022925,103018453,103025236,103032731,103028674
356,103009899,103003504,103031138,103005194,103019075
357,103052557,103017310,103019307,103044026,103059839
358,103059094,103045789,103057963,103050471,103013626
359,103054584,103018086,103013737,103007989,103010718
360,103014030,103041113,103036142,103047023,103033407
361,103043899,103066995,103016944,103008755,103058995
362,103007756,103013233,103021205,103053272,103030866
363,103039172,103025928,101902314,103022830,103000960
364,103057682,103014030,103032238,103038742,103055682
365,103031993,103003397,103053131,103017590,103066502
366,103034606,103009475,103039151,103059092,103065222
367,103053459,103008414,103060827,103062547,103003128
368,103052577,103039172,103016017,103059264,103061967
369,103015037,103020438,103038974,103043681,103024910
370,103024609,103034412,103013706,103057091,103019323
371,103017262,103064230,103055918,103047426,103047055
372,103000541,103003568,103046811,103048454,103054029
373,103001163,103029518,103033282,103030725,103019108
374,103014621,103024624,103065753,103035027,103047816
375,103033251,103036041,103016331,103004053,103033800
376,102301030,103008915,103026801,103024978,103057477
377,103003097,103058884,103038718,103015243,103035480
378,103023952,103008099,103026333,103002420,103060196
379,103016139,103060097,103046875,103061967,103041859
380,103049781,103028686,103008192,103050213,103047646
381,103046973,103050580,103061739,103031088,103006981
382,103015910,103005006,103059838,103035890,103056577
383,103065095,103024891,103009832,103006264,103028357
384,103018594,103031935,103007452,103014034,103057544
385,103006892,103026691,103032933,103029776,103006975
386,103061588,103045395,103037973,103062764,103026977
387,103066655,103035785,103065744,103027692,103008766
388,103049610,103001803,103023995,103046848,103033784
389,103047921,103036239,103037808,103023995,103029285
390,103027772,103037129,103050466,103021052,103037750
391,102184985,103026868,103057038,103063487,101008033
392,103018911,103044758,103018889,103018010,103034377
394,103035901,103037927,103064403,103001125,103045707
395,103052105,103026978,103011280,103048691,103065502
396,103040259,103001581,103040552,103045473,103048388
397,103057801,103020515,103043428,103021212,103057665
398,103033676,103020580,103047135,103052037,103005192
399,103036412,103049026,103063534,103058250,103034644
400,103059593,103009860,103031343,103026623,103018678
402,103001402,103017441,103059980,103060926,103042667
403,103024846,103009004,103032694,103016262,103028753
405,103054755,103021815,103061300,103002852,101797370
406,103020029,103050580,103045074,103061739,103057074
407,101902314,103033011,103047384,103025932,103046918
408,103039670,103056595,103051515,103057033,103045281
409,103016201,103059052,103006386,103020977,103040862
410,103044794,103063493,103040170,103054584,103047808
411,103029817,103027036,103020101,103000331,103037503
412,103047138,103038917,103039164,103065045,103003764
413,103040912,103002930,103011504,103037387,103024762
414,103025634,103034515,103054010,103008124,103010090
415,103063955,103015287,103050728,103009893,103006481
416,103059330,103023168,103033384,103002055,103026289
417,103010441,103064854,103006897,103032515,103029379
418,103022445,103034872,103002420,100469470,103040379
419,103002420,103033912,103001114,103047854,103057244
420,103064928,103010327,103030004,103047777,103019271
421,103021131,103018119,103042059,103047023,103003215
422,103056224,103033878,103039679,103007872,103029776
423,103062483,103034717,103009849,103057625,103050208
424,103023482,103010205,103057184,103057745,103039431
425,103016635,103055723,103013772,103019107,103064824
426,100469470,103066524,103049843,103000960,103024397
427,103030571,103000852,103029070,103063670,103002484
428,103039275,103029372,103040213,103025172,103026914
429,103014488,103048359,103007453,103062798,103030257
430,103002463,103000357,103055755,103059555,103004101
431,103036709,103040976,103026835,103035298,103045706
432,103037316,103001124,103065309,103007217,103002941
433,103004704,103061739,103006981,103003417,103031088
434,103024707,103052471,103021346,103003910,103062457
435,103066459,103005282,103000107,103039614,103005757
436,103063889,103025763,103005576,103043729,103007829
437,103020343,103048787,103033484,103027002,103034359
438,103051068,103055643,103049479,103048154,103063529
439,103046520,103001944,103003842,103000226,103065328
440,103063228,103047198,103030737,103019604,103062211
441,103001975,103007125,103032757,103025866,103003347
442,103064881,103013685,103044987,103034606,103010693
443,103010890,103061879,103002198,103010822,103024968
444,103023872,103002520,103000515,103038953,103018611
445,103008444,103001420,103027191,103023928,103033995
446,103023816,103013935,103008235,103027934,103012141
447,103039223,103009451,103006766,103046614,103035334
448,103050140,103050402,103005118,103004404,103006694
449,103041256,103050274,103064520,103011053,103050850
450,103007523,103051594,103048300,103064520,103060621
451,103045829,103054644,103010389,103053350,103064603
452,103041225,103011097,103040493,103025160,103026108
453,103046602,103006388,103026181,103015935,103047287
454,103020085,103043625,103024255,103049635,103013946
455,103032034,103008243,103052415,103029090,103047125
456,103044439,103042400,103015661,103053808,103019172
457,100469470,103002772,103039017,103035970,103000960
458,103035086,103044068,103048857,103029329,103034601
459,103004867,103050371,103034537,103035666,103015378
460,103048882,103019018,103054806,103011241,103026659
461,103029114,103035653,103030065,103037136,103006866
462,103005092,103012703,103054401,103053688,103058209
463,103017442,103065007,103051614,103056644,103049079
464,103029329,103035563,103057304,103000822,103019536
465,103048487,103035422,103014750,103011035,103049650
466,103017181,103043393,103059538,103052288,103032612
467,103002416,103009768,103047253,103022830,103052577
468,103035022,103018814,103062708,103029796,103023214
469,103014530,103000384,103026958,103002732,103040881
470,103047299,103033918,103038297,103065721,103055090
471,103044971,103020888,103025006,103007857,103048381
472,103038334,103026330,103045566,103026912,103066483
473,103043975,103032340,103014547,103066291,103048190
474,103000960,103034936,103004538,103002772,103046332
475,103012031,103047493,103035497,103042471,103012153
476,103001891,103057745,103013850,103023756,103039431
477,103063855,103046563,103003760,103000034,103005701
478,103033606,103056399,103054215,103047864,103056891
479,103023992,103027917,103019272,103039983,103058134
480,103006660,103013878,103028312,103033393,103045023
481,103011879,103003641,103018680,103016477,103027066
482,103050633,103005090,103048444,103035422,103030002
483,103031617,103044470,103058182,103063987,103039823
484,103010786,103005279,103008746,103024334,103036044
485,103043377,103000736,103028149,103011758,103029129
486,103030748,103018488,103016304,103051019,103057745
487,103037892,103017950,103046673,103033936,103021344
488,103054203,103022531,103037815,100469470,103000960
489,103038724,103026860,103052127,103064232,101756193
490,103008419,103010317,103066684,103003950,103037251
491,103048984,103047208,103059527,103025557,103008396
492,103020408,103063908,103033596,103061979,103022758
493,103017708,103066910,103058071,103041228,103006389
494,103024396,103059399,103038280,103005360,103036343
495,103056980,103011412,103016546,103052177,103012703
496,103007943,103039254,103055292,103051274,101438681
497,103033520,103016524,103040596,103001977,103059758
498,103032689,103035303,103006923,103035595,103007452
499,103029056,103062273,103062148,103054911,103022168
500,103006399,103006515,103044330,103057030,103046364
