query-id,product1,product2,product3,product4,product5
143,103046356,103038398,103038377,103057492,103048641
144,103062701,103026544,103039277,103006787,103055691
145,103048536,103066487,103044982,103063373,103009737
146,103049586,103041526,103028028,103062473,103031926
147,103044701,103022046,103040988,103016863,103051099
148,103001729,103019687,103061549,103059052,103058139
149,103027352,103038206,103035422,103038805,103035193
150,103026812,103016804,103033071,103052561,103063810
151,103036043,103066407,103028152,103039525,103025020
152,103012846,103064520,103027446,103062430,103037581
153,103061974,103022424,103053222,103042785,103064440
154,103021459,103014079,103045110,103051317,103019972
155,103037901,103032100,103020399,103047218,103025905
156,103012716,103047708,103003417,103006981,103016946
157,103047550,103000726,103028737,103056979,103011613
158,103059695,103006807,103043607,103035396,103007282
159,103019535,103053781,103054767,103054058,103039884
160,103018039,103034109,103045851,103006269,103035547
161,103041240,103048953,103031456,103047681,103020540
162,103024365,103051658,103000174,103018901,103008716
163,103019586,103039949,103017632,103006011,103031233
164,103027943,103053296,103029575,103003503,103012569
165,103023745,103044313,103029960,103001130,103001954
166,103055999,103016961,103026653,103010786,103031343
167,103008060,103022461,103034613,103040187,103039251
168,103059323,103014723,103055679,103024338,103035446
169,103003446,103002603,103062448,103055234,103051555
170,103026902,103005927,103008156,103020684,103022062
171,103014900,103028476,103027104,103037284,103057803
172,103047491,103050595,103012930,103051287,103004529
173,103011159,103026340,103061075,103042538,103011514
174,103017022,103022454,103009020,103013258,103009613
175,103057307,103031567,103010368,103049482,103065954
176,103057048,103066786,103003928,103001481,103042652
177,103059300,103044636,103006502,103024006,103040829
178,103022059,103014872,103033615,103053868,103051012
179,103025691,103007874,103008078,103036534,103030958
180,103005459,103025778,103046347,103065494,103002851
181,103049297,103012368,103060906,103019302,103041553
182,103011868,103007700,103059962,103020811,103009685
183,103063519,103050050,103052394,103043862,103031343
184,103002564,103005622,103065548,103011970,103013985
185,103002493,103008234,103009107,103016405,103061499
186,103063474,103021912,103064298,103026274,103061647
187,103065893,103006922,103008152,103020103,103019082
188,103060050,103045928,103045102,103053577,103050810
189,103046609,103034750,103002081,103006584,103034496
190,103020607,103006321,103054364,103000784,103025563
191,103036723,103056316,103025055,103004269,103003673
192,103002425,100113596,103043405,103062155,103015990
193,103010888,103034180,103008896,103047487,103057784
194,103022255,103059664,103044314,103028941,103056468
195,103024218,103066767,103020316,103032953,103044074
196,103047894,103020054,103038429,103066743,103000817
197,103013445,103003541,103000434,103001897,103039172
198,103059583,103034666,103011502,103065837,103056510
199,103045262,103035988,103011542,103018200,103055583
200,103061526,103011835,103060508,101902314,100469470
201,103031188,103056086,103037353,103016017,103003319
202,103040717,103031278,103001431,103050893,103032036
203,103059228,103042080,103020485,103014689,103039211
204,103063252,103038658,103008123,103063629,103005127
205,103031717,103013775,103037749,103043950,103013732
206,103015130,103058339,103006599,103032587,103015268
207,103001782,103062036,103019772,103051078,103006465
208,103029843,103048081,103009689,103049243,103043723
209,103065457,103017158,103033332,103049993,103045346
210,103018912,103034785,103058187,103024515,103049292
211,103015955,103014215,103006930,103014030,103064801
212,103023403,103003544,103049051,103010675,103029804
213,103019868,103057311,103058909,103034848,103035604
214,103002675,103010042,103019300,103050491,103066237
215,103064828,103049505,103064012,103002701,103000009
216,103025572,103059223,103015416,103042043,103022275
217,103034904,103048852,103035467,103021795,103051975
218,103026784,103038480,103063744,103048368,103013451
219,103005874,103017047,103009333,103023399,103005868
220,103022520,103020233,103057946,103002829,103051489
221,103052394,103027908,103033259,103027170,103037311
222,103007823,103046451,103033337,103001333,103029863
223,103033506,103021798,103026239,103033407,103032349
224,103039172,103059043,103049602,103022830,103000960
225,103021611,103002454,103055561,103059090,103018296
226,101327120,103065709,103018800,103011891,103049843
227,103007968,103046880,103011889,103001151,103033119
228,103059280,103017052,103063013,103049924,103033684
229,103040887,103054347,103046885,103010980,103043910
230,103021530,103025561,103011681,103042967,103027616
231,103060329,103002772,103025945,103039172,103007934
232,103027579,103030627,103006930,103039049,103036348
233,103037957,103031342,103027030,103056315,103001254
234,103006258,103042605,103041449,103028410,103049232
235,103055390,103040689,103066235,103007717,103065553
236,103043312,103035657,103046890,103008302,103011775
237,103017565,103024532,103035129,103025365,103060087
238,103055802,103013162,103040777,103057569,103004650
239,103059685,103022182,103063707,103005616,103041108
240,103036075,103035744,103057989,103022498,103052541
241,103045713,103053412,103066317,103030637,103015206
242,103015469,103034516,103017396,103000522,103022635
243,103053659,103003989,103007594,103035520,103056080
244,103063813,103034864,103041197,103029889,103055480
245,103005797,103049606,103057143,103006290,103053996
246,103052083,103000830,103010786,103032336,103060821
247,103055196,103022602,103053133,103045203,103040080
248,103014860,103033949,103021207,103049832,103045724
249,103012631,103041621,103051687,103017153,103045316
250,103064646,103034118,103032359,103017996,103016688
251,103010786,103031090,103065494,103057745,103041508
252,103007572,103060252,103036076,103022643,103005904
253,103056274,103053722,103062676,103007468,103029045
254,103007921,103000810,103043061,103058854,103014669
255,103046857,103065687,103023641,103049618,103023300
256,103043119,103052714,103014551,103055896,103019545
257,103038941,103007419,103038246,103058843,101902314
258,103049894,103013823,103062690,103010090,103002374
259,103050469,103062462,103066949,103040860,103029855
260,103059398,103034933,103006845,103029120,103034535
261,103014891,103007690,103060357,103045923,103041551
262,103023109,103065177,103029256,103025766,103031874
263,103009727,103063238,103004686,103062644,103052074
264,103030747,103054489,103046068,103061658,103041642
265,103018865,103023804,103058730,103031232,103029947
266,103016554,103027977,103005638,103006507,103059740
267,103018524,103008481,103043736,103006671,103049344
268,103027297,103013678,103045249,103001391,103006181
269,103007544,103011811,103033613,103028251,103062712
270,103050213,103031025,103017686,103010089,103000196
271,103027406,103057966,103032258,103044811,103036464
272,103062800,103052339,103066153,103051227,103064787
273,103000660,103057214,103051985,103036645,103017051
274,103053696,103062702,103038461,103021298,103037830
275,103024963,103048625,103012965,103010227,103013435
276,103035281,103014543,103017969,103019873,103060470
277,103053696,103065405,103037830,103053401,103030845
278,103034971,103053712,103014368,103013615,103007512
279,103050837,103058950,103041222,103019603,103024090
280,103036753,103025124,103055527,103001856,100640027
281,103045920,103011316,103064052,103007924,103054853
282,103056640,103011130,103017689,103037125,103024090
283,103053676,103061928,103055346,103024893,103014902
284,103060011,103054624,103052886,103020554,103001157
285,103061602,103043030,103027666,103017877,103058026
286,103044597,103054588,103001517,103045398,103041640
287,103023482,103057745,103053134,103045183,103004191
288,103066040,103062816,103063046,103042331,103045185
289,103017349,103050533,103060727,103051210,103019805
290,103026566,103051381,103040811,103046519,103056126
291,103033092,103024782,103065923,103023480,103047920
292,103047256,103044024,103051924,103029025,103056987
293,103063808,103031343,103059268,103045229,103033258
294,103052405,103050106,103060825,103047392,103031427
295,103026623,103006161,103001743,103059593,103009860
296,103004898,103030092,103002069,103021827,103035202
297,103029829,103030101,103050772,103041095,103012568
298,103031819,103012737,103028931,103012951,103022816
299,103066765,103044623,103038243,103026318,103011920
300,103037453,103035380,103019392,103051119,103016366
301,103058656,103038341,103066964,103063873,103035811
302,103024524,103063552,103045223,103047480,103066065
303,103014213,103016165,103021966,103003800,103035563
304,103036020,103005236,103044776,103033407,103014030
305,103065246,103049538,103060586,103035351,103030777
306,103039387,103005563,103063787,103037911,103031595
307,103057039,103047823,103031121,103025858,103038796
308,103021278,103011061,103030823,103040980,103006612
309,103045560,103022495,103055764,103008510,103006125
310,103028407,103013069,103028893,103025133,103031735
311,103006500,103008190,103050980,103055277,103039101
312,103043289,103001357,103007109,103051641,103052993
314,103063160,103053400,103029243,103006617,103063340
315,103019688,103030594,103025671,103060098,103021811
316,103030635,103053714,103018483,103056261,103007232
317,103043686,103006161,103026623,103009860,103057949
318,103007874,103061403,103029753,103043329,103016629
319,103016266,103020745,103041440,103051176,103008007
320,103017845,103063327,103039899,103064438,103053177
321,103001507,103048488,103036007,103065018,103006086
322,103065865,103014651,103029161,103047698,103010521
323,103033695,103054675,103004589,103018098,103057706
324,103033407,103058746,103065614,103004131,103017996
325,103008308,103056196,103045103,103044487,103050479
326,103005801,103054838,103057022,103002925,103036634
327,103021356,103054238,103052919,103055012,103066748
328,103040113,103002895,103028078,103008582,103028013
329,103002571,103033225,103049221,103020292,103027215
330,103051335,103019532,103059707,103032538,103022459
331,103024111,103042653,103041922,103012954,103002772
332,103014183,103030949,103026002,103002772,103013050
333,103027260,103012585,103054209,103031666,103010783
334,103001853,103013145,101902314,103062548,103007762
335,103024086,103002636,103019982,101445036,103026647
336,103002772,103027457,103066524,103039774,103061798
337,103066948,103048610,103053634,103003417,103031088
338,103018538,103059457,103060258,103024738,103020198
339,103011500,103049380,103065817,103011705,103033757
340,103028513,103029131,103034743,103058149,103005086
341,103056291,103051945,103019439,103015601,103015138
342,103045142,103054352,103011908,103025706,103045215
343,103047558,103016642,103008021,103011473,103018765
344,103064510,103040031,103027171,103044158,103033906
345,103015925,103060643,103004800,103031933,103063050
346,103010651,103030856,103030098,103053584,103029329
347,103000882,103008581,103012242,103021251,103030730
348,103048717,103037311,103005805,103027908,103063825
349,103063700,103018483,103017996,103007340,103036156
350,103054881,103031976,103047559,103043101,103027908
351,103020315,103050821,103011052,103042961,103059215
352,103057751,103022353,103052394,103053134,103022162
353,103001813,103057326,103055137,103036152,103031263
354,103029804,103021717,103064801,103010236,103049466
355,103022925,103028674,103018453,103025236,103065101
356,103009899,103003504,103005194,103031138,103039911
357,103017310,103052852,103052557,103047178,103019307
358,103059094,103045789,103057963,103043657,103013626
359,103054584,103007989,103018086,103045830,103066391
360,103041113,103014030,103033407,103017996,103059096
361,103043899,103016944,103066995,103058995,103023827
362,103028283,103021205,103007756,103053272,103030866
363,103039172,101902314,103009852,103025928,103000960
364,103057682,103014030,103032238,103055682,103051148
365,103053131,103017590,103066502,103006404,103051892
366,103034606,103009475,103059092,103028489,103039151
367,103008414,103060827,103053459,103055826,103003128
368,103059264,103052577,103039172,103052752,103001897
369,103020438,103013469,103039161,103024910,103015037
370,103045025,103034412,103057091,103019323,103032804
371,103028960,103064230,103047426,103055918,103017262
372,103003568,103046811,103000541,103054029,103052389
373,103030725,103029518,103033282,103001163,103019108
374,103033230,103047816,103049780,103036389,103030740
375,103016331,103004053,103033251,103036041,103002534
376,103026801,102301030,103024978,103057477,103008915
377,103035480,103038718,103003097,103015243,103063545
378,103008099,103023952,103026333,103060196,103014648
379,103060097,103041859,103016139,103064582,103046875
380,103028686,103008192,103049781,103050213,103024173
381,103061739,103019897,103046973,103050580,103025118
382,103059838,103005006,103015910,103035890,103066900
383,103009832,103065095,103024891,103028357,103006264
384,103018594,103031935,103007452,103057544,103036787
385,103032933,103006975,103029776,103029949,103041033
386,103045395,103061588,103037973,103049700,103062764
387,103066655,103035785,103065744,103008766,103027692
388,103049610,103046848,103002138,103033784,103001803
389,103047921,103036239,103029285,103023995,103004915
390,103027772,103037129,103037750,103026358,103050466
391,102184985,103063487,101008033,103057038,103026868
392,103046933,103060656,103063106,103018911,103018889
394,103035901,103052478,103018952,103001125,103032482
395,103006252,103011280,103031015,103048691,103026787
396,103045473,103001581,103040552,103038131,103048388
397,103057801,103057665,103021212,103034788,103043428
398,103020580,103018022,103033676,103060332,103047135
399,103036412,103049026,103058250,103034644,103063534
400,103009860,103031343,103010786,103018678,103026623
402,103017441,103001402,103059980,103060926,103042667
403,103032694,103024846,103015356,103016262,103009004
405,103021221,103002852,103054755,103024400,103006541
406,103057074,103061739,103045074,103020029,103050580
407,101902314,103047384,103033011,103025932,103046918
408,103039670,103056595,103057033,103027264,103051515
409,103059052,103016201,103006386,103046299,103020977
410,103044794,103046303,103047808,103062443,103058550
411,103029817,103000331,103037503,103027036,103020101
412,103038917,103047138,103029829,103065045,103048580
413,103002930,103011504,103024762,103040912,103037387
414,103034515,103025634,103010090,103054010,103036158
415,103015287,103063955,103009893,103050728,103006481
416,103023168,103025149,103033384,103026289,103059330
417,103064854,103010441,103006897,103027101,103032515
418,103022445,103002420,103021269,103034872,103057244
419,103002420,103033912,103001114,103049750,103061967
420,103064928,103010327,103030004,103046625,103047777
421,103021131,103047023,103029804,103042059,103017996
422,103056224,103029776,103021199,103039679,103050718
423,103062483,103009849,103034717,103033664,103057625
424,103010205,103023482,103057184,103057745,103039431
425,103016635,103064824,103019107,103013772,103055723
426,100469470,103066524,103049843,103000960,103012458
427,103000852,103030571,103029070,103002484,103062335
428,103039275,103029372,103008421,103033923,103040213
429,103048359,103014488,103007453,103062798,103030257
430,103002463,103000357,103058271,103055755,103004101
431,103035298,103026835,103040976,103045706,103032501
432,103001124,103065309,103007217,103026327,103037316
433,103061739,103004704,103003417,103057074,103031088
434,103024707,103021346,103003910,103002962,103005069
435,103066459,103005282,103000107,103039614,103005757
436,103063889,103043729,103007829,103025763,103033480
437,103033484,103020343,103048787,103027002,103044487
438,103049479,103051068,103055643,103063529,103039172
439,103000226,103046520,103001944,103065328,103003842
440,103019604,103063228,103047198,103030737,103019822
441,103001975,103032757,103012582,103014592,103003347
442,103034606,103010693,103013685,103044987,103032731
443,103024968,103002198,103015074,103010822,103010890
444,103023872,103002520,103038953,103021811,103000515
445,103008444,103027191,103033995,103023928,103001420
446,103023816,103013935,103027934,103008235,103012141
447,103006766,103035334,103039223,103009451,103046614
448,103005118,103050140,103050402,103004404,103021811
449,103041256,103050274,103050850,103064520,103042626
450,103051594,103048300,103007523,103060621,103064520
451,103054644,103045829,103010389,103053350,103064603
452,103025160,103041225,103011097,103040493,103064211
453,103006388,103046602,103047287,103015935,103026181
454,103024255,103020085,103043625,103049635,103045830
455,103032034,103047125,103008243,103039944,103029090
456,103044439,103042400,103015661,103019172,103053808
457,103035970,103039017,100469470,103000960,103002772
458,103035086,103048071,103006237,103034601,103044068
459,103050371,103004867,103035666,103015378,103034537
460,103048882,103054806,103019018,103008162,103035422
461,103029114,103037136,103054401,103035653,103030065
462,103053688,103044416,103005092,103054401,103046036
463,103017442,103049079,103051614,103056644,103065007
464,103029329,103035563,103057304,103018483,103035422
465,103048487,103035422,103014750,103049650,103018300
466,103017181,103059538,103043393,103052288,103032612
467,103002416,103047253,103000960,101902314,103052577
468,103035022,103062708,103018814,103005351,103023214
469,103014530,103002732,103026958,103000384,103040881
470,103047299,103033918,103038297,103065721,103017739
471,103060639,103035581,103021738,103049462,103025006
472,103066483,103038334,103026330,103026912,103027264
473,103048190,103017165,103066291,103014547,103018845
474,103000960,103002772,103046332,103066524,103012458
475,103035497,103012031,103047493,103042471,103012153
476,103001891,103057745,103013850,103039431,103059839
477,103063855,103000034,103003760,103033412,103047838
478,103033606,103056399,103056891,103054215,103047864
479,103023992,103027917,103013567,103019272,103039983
480,103013878,103053549,103006660,103028312,103045023
481,103003641,103018680,103011879,103016477,103032019
482,103050633,103048444,103035422,103030002,103013981
483,103031617,103044470,103058182,103039823,103046001
484,103010786,103005279,103024334,103008746,103012582
485,103000736,103029129,103043377,103028149,103011758
486,103016304,103018488,103030748,103051019,103001059
487,103017950,103037892,103046673,103033936,103021344
488,103054203,103002772,103000960,100469470,103022531
489,103026860,103038724,103052127,103064232,103004644
490,103066684,103010317,103008419,103037251,103003950
491,103048984,103059527,103047208,103025557,103008396
492,103020408,103061979,103022758,103063908,103033596
493,103066910,103017708,103041228,103058071,103015746
494,103005360,103024396,103059399,103036343,103045133
495,103011412,103056980,103016546,103052177,103040298
496,103039254,103007943,103055292,101438681,103033821
497,103033520,103016524,103040596,103061897,103027625
498,103032689,103006923,103035303,103035595,103007452
499,103029056,103062273,103054911,103022168,103062148
500,103006515,103006399,103057030,103044330,103046364
