query,product,proba
12,103060307,0.91961664
12,103043337,0.9362054
12,103049252,0.9958371
12,103049424,0.95822257
12,103059862,0.020097539
12,103038933,0.9941742
12,103017542,0.9829816
12,103012957,0.97068566
12,103033957,0.8402756
12,103013300,2.41E-06
13,103014266,0.9864662
13,103024429,1.10E-06
13,103042495,1.04E-06
13,103025443,0.9730821
13,103062513,0.3928461
13,103053638,0.9949239
13,103015946,0.9882555
13,103006624,0.9967186
13,103041000,0.987608
13,103066114,0.99548006
13,103021106,0.9948908
13,103023244,1.05E-06
13,103065286,0.9959881
13,103028363,0.8823391
13,103004082,1.07E-06
13,103012296,0.98459595
13,103040547,0.9968141
13,103015861,0.9832607
13,103041106,0.996082
13,103065287,0.9686239
13,103041174,0.92645764
13,103041985,0.9977785
13,103054406,0.9967847
13,103040291,1.10E-06
13,103039509,0.9965125
13,103022746,0.99459213
13,103044278,1.15E-06
13,103009563,0.6154338
13,103052672,0.8840529
13,103006113,0.9951249
14,103025795,0.00185773
14,103037561,0.99015605
14,103039890,0.9962125
14,103021790,0.9963695
14,103010417,0.76265705
14,103033896,0.12642379
14,103021771,0.9962274
14,103015539,0.7580247
14,103052356,0.006530668
14,103012308,0.005018866
14,103002150,0.98798996
14,103025607,0.98360485
14,103039168,0.9923195
14,103059315,0.000293853
14,103009667,0.13304633
14,103008079,0.000808779
14,103034285,0.29079038
14,103057940,0.88365895
14,103015585,0.9672199
14,103026672,0.5576401
14,103030641,0.64663076
14,103057292,0.9746875
14,103001092,0.9096803
14,103037168,0.98421717
14,103040961,1.76E-06
14,103023680,0.96472055
14,103047954,0.000297781
14,103060989,0.7580247
14,103054193,0.000407585
14,103036790,0.3699395
15,103005870,0.9983706
15,103037248,0.977804
15,103037610,0.9581524
15,103020738,0.010495864
15,103063323,0.9779413
15,103011481,0.9466411
15,103039154,0.73903245
15,103042252,0.98521197
15,103065104,0.022164403
15,103032516,0.9814415
15,103007582,0.9968556
15,103004349,0.83071315
15,103014325,0.9983834
15,103008501,0.95930225
15,103016553,0.9857663
15,103022164,0.99779534
15,103039000,0.9893112
15,103056321,0.97736496
15,103046045,0.9907658
15,103066807,0.99712616
15,102765020,0.97178787
15,103011559,0.97813874
15,103018149,0.99706984
15,103018985,0.9981304
15,103048199,0.99757046
15,103060570,0.99662375
15,103058202,0.99838793
15,103059353,0.968641
15,103010012,0.9951893
15,103036331,0.99346817
16,103003400,0.008017332
16,103043329,0.00482183
16,103059478,3.96E-05
16,103061403,0.004138645
16,103060406,0.7963983
16,103039110,0.961151
16,103006158,0.0967845
16,103019072,0.5565419
16,103030591,0.054523375
16,103061474,0.6986086
16,103038537,0.003548334
16,103039331,0.000179159
16,101183537,0.003551647
16,103005190,0.001132964
16,103060939,0.86008644
16,103016629,0.000962325
16,103039398,0.74146456
16,103045852,0.08396457
16,103008455,0.06136745
16,103060807,0.9442013
16,103039539,0.6512054
16,103043459,0.9731223
16,103029931,0.86832374
16,103027036,0.033835247
16,103060206,0.00179641
16,103044138,0.000242704
16,103005561,0.038626518
16,103037503,9.52E-05
16,103006405,0.024053082
16,103000331,9.52E-05
17,103066190,0.97459215
17,103048277,0.91991025
17,103010535,0.55137175
17,103031908,0.009649173
17,103025211,0.84262174
17,103052613,0.000440515
17,103065063,0.9597657
17,103035422,0.79185617
17,103065276,0.6648844
17,103032200,0.87404794
17,103044121,0.05486974
17,103007340,0.93073714
17,103003085,0.9661849
17,103018483,0.79044896
17,103013470,0.5266122
17,103062572,0.89142084
17,103027352,0.7153898
17,103022447,0.7336317
17,103029186,0.008234533
17,103011035,0.6403321
17,103004755,0.9604627
17,103006921,0.11654193
17,103001216,0.19660825
17,103035193,0.8096862
17,103007589,0.7341528
17,103050471,0.54780143
17,103038423,0.1363849
17,103044881,0.86457866
17,103047967,0.65633976
17,103014889,0.06201178
18,103066792,0.9488772
18,103021164,0.079480745
18,103016031,0.9822161
18,103041436,0.96676475
18,103045884,0.74335396
18,103009272,0.5884833
18,103031460,0.000592227
18,103035072,0.017005282
18,103013755,0.9018347
18,100400951,0.92178816
18,103044850,0.6981305
18,103033326,0.96032983
18,103053551,0.3770194
18,103011783,0.81309235
18,103002892,0.97620004
18,103060747,0.96676475
18,103041198,0.001031951
18,103020299,0.000426637
18,103054243,0.117259584
18,103028375,0.70702463
18,103018696,0.36642635
18,103064027,0.13587478
18,103024099,0.91507065
18,103023399,0.51286095
18,103039619,0.003457911
18,103023792,0.9636616
18,103056158,0.3118508
18,103038650,0.15505064
18,103058047,0.175958
18,103009841,0.015091123
19,103013217,0.7134363
19,103040756,0.9060327
19,103028668,0.9915515
19,103065995,0.005855912
19,103004652,0.7134367
19,103016729,0.99320763
19,103007312,0.5987321
19,103039645,0.003706001
19,103048381,0.98661774
19,103044971,0.98991895
19,103030010,0.9927927
19,103024248,0.429633
19,103066294,0.99270684
19,103060673,0.9908261
19,103064324,0.8309996
19,103003797,0.98942673
19,103015028,0.5876153
19,103059298,0.9772888
19,103050139,0.9934556
19,103037511,0.98273695
19,103036175,0.8253126
19,103041327,0.9940236
19,103013366,0.9245268
19,103049462,0.9934696
19,103000086,0.9926785
19,103010386,0.9818813
19,103058832,0.99408925
19,103019577,0.81516904
19,103044227,0.9165048
19,103008741,0.7704496
20,103030507,0.24203187
20,103038686,0.9053688
20,103024339,0.9074749
20,103024712,0.960614
20,103006167,0.28346598
20,103028205,0.8840069
20,103026658,0.85924274
20,103014742,0.89809126
20,103059677,0.22661527
20,103008602,0.97953475
20,103021745,0.94948566
20,103016931,0.99415755
20,103027086,0.15248589
20,103062433,0.08981614
20,103065150,0.8368226
20,103038999,0.94908273
20,103033080,0.68919003
20,103038102,0.79700655
20,103024251,0.061175544
20,103040217,0.9409339
20,103004672,0.94453055
20,103060782,0.9850012
20,103010318,0.13061994
20,103058659,0.9749997
20,103016093,0.95082533
20,103034951,0.9741708
20,103059970,0.20220499
20,103011139,0.7332999
20,103018766,0.8889619
20,103019500,0.955367
21,103042274,0.9935888
21,103043858,0.9911766
21,103064345,0.9675437
21,103027377,0.6345145
21,103066920,0.016074108
21,103060561,0.9972153
21,103028699,0.9828925
21,103040941,0.99560213
21,103041820,0.996354
21,103033768,0.9811125
21,103064562,0.99805105
21,103011646,0.9798354
21,103005504,0.9966349
21,103033136,0.9955188
21,103060499,0.99791974
21,103046547,0.9257746
21,103045290,0.9976043
21,103019321,0.990466
21,103058585,0.9939067
21,103048977,0.98774767
21,103039427,0.994859
21,103024058,0.9915734
21,103054335,0.042164344
21,103026558,0.99833614
21,103044115,0.98316413
21,103048059,0.33271438
21,103057977,0.9085789
21,103007142,0.99643046
21,103030932,0.99268794
21,103023335,0.99744225
22,103049356,0.6091864
22,103024879,0.99600273
22,103027416,0.99714005
22,103030855,0.99084353
22,103026342,0.98999
22,103003197,0.9974504
22,103034325,0.9861248
22,103053456,0.8765245
22,103030504,0.86481154
22,103005452,0.9939575
22,103044584,0.997846
22,103009851,0.30294788
22,103057131,0.99619836
22,103005925,0.7129885
22,103066889,0.98666537
22,103031724,0.9764068
22,103000577,0.9922436
22,103009188,0.9980521
22,103048361,0.9979906
22,103001140,0.99788684
22,103015330,0.92605907
22,103028607,0.99267745
22,103028181,0.9274792
22,103026387,0.9799994
22,103039940,0.97709674
22,103045413,0.99353194
22,103037991,0.99543685
22,103062466,0.97236735
22,103024478,0.9877586
22,103053398,0.94640505
23,103020407,0.71786505
23,103007812,0.020718956
23,103035986,0.8865172
23,103052853,0.99257255
23,103052690,0.9830944
23,103057952,0.99448746
23,103027237,0.9742852
23,103016757,0.001592392
23,103047753,0.89685196
23,103047188,0.47387204
23,103013589,0.022208706
23,103060075,0.021121057
23,103052692,0.006913338
23,103039917,0.021771284
23,103008768,0.9202245
23,103012703,0.60252917
23,103000511,0.96680295
23,103048863,0.00037992
23,103015073,0.001451797
23,103003634,0.9002486
23,103029068,0.15825717
23,103009857,0.4264807
23,103006984,0.1272071
23,103039875,0.9703574
23,103055323,0.9873389
23,103056441,0.003121478
23,103051786,0.9054562
23,100544434,0.025814017
23,103023603,0.000420961
23,103020779,0.45943376
24,103045682,0.001073296
24,103052445,0.01208951
24,103056007,0.9837437
24,103003437,0.8496455
24,103066549,0.6533331
24,100544434,0.004953749
24,103005788,0.98048955
24,103039910,0.18769693
24,103008120,0.9905806
24,103057853,0.5892106
24,103015211,0.99473816
24,103002970,0.010583832
24,103016268,0.63813466
24,103015952,0.97549236
24,103024472,0.9869507
24,103062630,0.8053694
24,103026248,0.9853758
24,103037913,0.003115189
24,103063173,0.17876655
24,103005282,0.8238789
24,103007829,0.9925217
24,103033480,0.97905236
24,103050611,0.06652972
24,103065153,0.9963496
24,103020731,0.007135201
24,103036469,0.7362796
24,103007081,0.9850965
24,103023686,0.9163216
24,103036858,0.99490947
24,103036122,0.00059392
25,103065504,0.40324038
25,103013012,0.9909037
25,103042293,0.9469156
25,103028972,0.98816377
25,103010481,0.0661903
25,103024595,0.9922357
25,103057764,0.7073373
25,103055112,0.002095369
25,103028836,0.99553937
25,103036230,0.72330457
25,103021422,0.9873503
25,103023725,0.22774418
25,103038337,0.11671116
25,103050103,0.97109115
25,103018611,0.014872532
25,103049821,0.12760647
25,103010175,0.029660076
25,103064976,0.8086479
26,103009375,0.9816049
26,103005718,0.75970954
26,103014886,0.9800132
26,103008891,0.9833678
26,103023878,0.8596943
26,103029445,0.99526167
26,103019596,0.87819755
26,103009886,0.99108535
26,103020501,0.97621626
26,103051437,0.99211043
26,101866404,0.9849176
26,103006351,0.9977094
26,103010722,0.9489706
26,103031906,0.9899923
26,103011359,0.98767185
26,103038101,0.9890619
26,103027140,0.2506438
26,103063502,0.9947241
26,103034245,0.003247137
26,103000446,0.26886338
26,103009505,0.96782637
26,103022715,0.96341926
26,103048683,0.99407476
26,103027975,0.9859904
26,103065484,0.9806771
26,103039299,0.9976447
26,103005845,0.99325633
26,103059509,0.96341926
26,103023325,0.99443555
26,103034218,0.9570061
27,103016438,0.001130008
27,103022089,0.9471366
27,103066784,0.9923963
27,103052398,0.00010461
27,103044268,0.9068596
27,103025173,0.1683744
27,103029440,0.13798408
27,103043082,0.000118773
27,103058838,0.9434539
27,103017573,2.30E-05
27,103052950,4.75E-06
27,103062715,0.98003983
27,103053741,0.98265886
27,103003793,0.95155907
27,103039027,0.9868161
27,103040518,0.015064172
27,103048635,0.9936333
27,103021101,0.98169553
27,103059748,2.86E-06
27,103027495,0.000625654
27,103015899,0.95017624
27,103039589,6.94E-05
27,103057858,4.22E-06
27,103005605,0.969092
27,103066781,0.023044081
27,103064280,0.94942755
27,103055078,4.60E-05
27,103024927,0.000161955
27,103054781,0.000435719
27,103025317,0.9872962
28,103022556,0.9818278
28,103037195,0.014887805
28,103063990,0.003778376
28,103054746,0.91185576
28,103047444,0.010046315
28,103026777,0.8906015
28,103055288,0.79801226
28,103050008,0.9645671
28,103036045,0.027817935
28,103035619,0.000469873
28,103039108,0.83474594
28,103047822,0.016788078
28,103047855,0.000903063
28,103035262,0.8934732
28,103055181,0.50869614
28,103015090,0.000469873
28,103024577,0.070761845
28,103052687,0.9715369
28,103020107,0.48810604
28,103009125,0.019605521
28,103015529,0.18771036
28,103056834,0.16924395
28,103034215,0.32973439
28,103036318,0.68933266
28,103046282,0.008547615
28,103027648,0.991856
28,103036011,0.002670042
28,103027346,0.00128678
28,103033673,0.01815361
28,103011160,0.9237043
29,103017084,0.9938426
29,103013008,0.9846407
29,103049708,0.93444824
29,103000486,0.99336123
29,103054463,0.57517964
29,103036019,0.99737227
29,103027053,0.82667154
29,103064528,0.9753667
29,103052629,0.9201635
29,103061869,0.96985435
29,103014159,0.961195
29,103022947,0.97163457
29,103030147,0.020756867
29,103028567,0.8994115
29,103052912,0.9727347
29,103008436,0.95581955
29,103037066,0.93919235
29,103062650,0.9647502
29,103000201,0.5691881
29,103054564,0.9331897
29,103000349,0.9269717
29,103017246,0.9482551
29,103050636,0.6046576
29,103036357,0.96817714
29,103009683,0.99754494
29,103007247,0.8732118
29,103013422,0.99652845
29,103040109,0.87847716
29,103025269,0.9686104
29,103022338,0.03803784
30,103022830,0.89286125
30,103006733,0.71837765
30,103003353,0.9945945
30,103036183,0.63797206
30,103044650,0.7183777
30,103002420,0.628878
30,103049750,0.83236766
30,103040379,0.8990521
30,103015740,0.84338486
30,103024397,0.9012863
30,103018563,0.9922389
30,103051834,0.97579885
30,103002772,0.8110492
30,101902314,0.9412899
30,103047854,0.6317484
30,103020947,0.004763546
30,103001114,0.8843665
30,103052577,0.9864842
30,103061967,0.8857679
30,103012458,0.87706214
30,103061798,0.7944878
30,100469470,0.87476254
30,103012954,0.8253097
30,103007934,0.8862295
30,103025599,0.93054414
30,103000960,0.96855026
30,103059942,0.9935516
30,103016017,0.70210946
30,103056046,0.99184555
30,103014612,0.8431569
31,103055400,0.99398935
31,103060677,1.67E-06
31,103060323,0.9915725
31,103060527,0.9938812
31,103007114,0.99532324
31,103028097,4.68E-06
31,103025115,3.18E-06
31,103038284,2.16E-05
31,103039357,0.001043268
31,103027474,1.37E-06
31,103054660,1.82E-06
31,103045137,1.31E-06
31,103018050,2.58E-06
31,103022076,1.44E-06
31,103029347,1.39E-06
31,103038807,1.42E-06
31,103013941,0.000741521
31,103019738,5.46E-06
31,103053828,7.68E-06
31,103031306,1.65E-06
31,103037746,2.93E-06
31,103043495,1.66E-06
31,103038614,3.93E-06
31,103016315,2.27E-06
31,103053168,0.99684554
31,103031896,3.81E-06
31,103061840,0.9517925
31,103009725,1.51E-06
31,103062332,5.94E-05
31,103052955,2.21E-06
32,103044779,0.007133735
32,103047779,0.5438974
32,103003536,0.010002143
32,103062828,0.9899586
32,103008324,0.006242818
32,103008383,4.87E-05
32,103034499,0.9919458
32,103047483,0.000895363
32,103011735,0.9898127
32,103041372,0.000405003
32,103011653,1.27E-05
32,103052074,4.25E-06
32,103020314,7.52E-05
32,103001207,0.002597737
32,103014203,0.00671454
32,103006187,0.0432226
32,103058892,0.00156902
32,103010165,0.003176835
32,103023374,4.41E-05
32,103034645,0.08935264
32,103016516,0.000779722
32,103065088,0.00543574
32,103013268,0.06817864
32,103042348,0.9937243
32,103040873,0.002926929
32,103053775,0.000753228
32,103017035,0.011987359
32,103022210,0.990361
32,103065424,0.18494394
32,103014267,0.9897161
33,103029646,0.000860672
33,103008435,0.9854224
33,103043497,8.90E-06
33,103031438,0.000606214
33,103011128,0.40882787
33,103039956,0.02555227
33,103061443,2.56E-05
33,103043575,5.29E-06
33,103027743,1.92E-06
33,103049360,0.000316476
33,103052102,1.04E-05
33,103059573,3.68E-06
33,103037319,0.99150556
33,103038328,0.795944
33,103007537,8.90E-06
33,103041614,1.33E-05
33,103037936,0.000298252
33,103053044,1.66E-06
33,103042629,0.000365977
33,103001776,1.97E-06
33,103054749,0.985634
33,103038850,0.00013304
33,103060847,0.20685844
33,103018423,8.90E-06
33,103000708,5.80E-06
33,103007189,0.9888354
33,103024721,0.019857645
33,103064041,4.99E-05
33,103034382,0.9882074
33,103005163,0.001621369
34,103051744,0.0464967
34,103002884,2.13E-06
34,103020656,0.9982344
34,103066877,0.9924913
34,103020620,1.14E-06
34,103040032,0.9977361
34,100409827,0.23513214
34,103026137,0.99863344
34,103040126,0.99817777
34,103055554,0.9796015
34,103011338,0.99864155
34,103058987,0.90314656
34,103037937,1.17E-06
34,103006547,0.9849747
34,103030224,0.010878792
34,103003361,0.9987104
34,103053660,0.8554158
34,103054167,0.99860966
34,103038993,0.86031216
34,103028248,0.998755
34,103003329,1.54E-06
34,103038343,1.35E-06
34,103029544,0.95304656
34,103007887,0.028487751
34,103013065,0.99860543
34,103038608,0.99863476
34,103004818,0.02984107
34,103043267,0.06213539
34,103065741,0.99466187
34,103038091,1.37E-06
35,103009040,0.91048473
35,103048552,0.000717757
35,103000340,0.98622906
35,103019076,0.9750435
35,103029570,0.77928424
35,103032913,0.9969253
35,103006013,0.11409385
35,103061497,0.84860754
35,103030299,0.96796495
35,103013062,0.00245242
35,103003060,0.002219832
35,103045065,0.99193865
35,101916078,7.53E-06
35,103032641,0.9583776
35,103032699,4.42E-05
35,103003722,0.9231795
35,103028952,0.84063065
35,103030131,0.09755189
35,103004893,0.9209076
35,103007445,0.037935738
35,103011279,0.99128866
35,103064066,0.96354705
35,103058253,0.96492875
35,103039147,0.89800847
35,103014946,0.9647651
35,103016636,0.96689713
35,103031000,4.38E-05
35,103062499,2.04E-06
35,103005318,0.5064225
35,103042323,0.9906737
36,103052349,0.1556346
36,103046336,0.5642179
36,103025076,0.85295147
36,103064887,9.68E-05
36,103009787,0.25026867
36,103008120,0.77237266
36,103057853,0.78832996
36,103015105,0.000366961
36,103012409,0.1823914
36,103062821,0.001662262
36,103045682,0.001847458
36,103052445,0.09215717
36,103059051,0.84701806
36,103059564,0.000638228
36,103009952,0.48386592
36,103047470,0.9380112
36,100544434,0.021058062
36,103030171,0.000625614
36,103030955,0.002838145
36,103054728,0.9783212
36,103064665,1.43E-06
36,103056876,0.99075985
36,103063173,0.8961565
36,103004083,0.9956151
36,103009413,0.9932027
36,103029997,0.002928598
36,103002280,0.9928266
36,103055677,0.961188
36,103006866,0.97277504
36,103045480,0.9798645
37,103064438,0.7817221
37,103019455,1.61E-06
37,103052062,3.07E-06
37,103029379,0.71243894
37,103018904,0.95539415
37,103006161,0.6761091
37,103060106,0.9640273
37,103035402,0.99124837
37,103040867,0.45351407
37,103051290,0.009965088
37,103054835,0.00981042
37,103058387,0.601022
37,103057949,0.44407618
37,103040508,0.9931641
37,103062796,1.08E-05
37,103041726,0.001853134
37,103009860,0.5975384
37,103002219,0.00268547
37,103056103,2.82E-06
37,103050865,0.34875128
37,103012060,0.98719496
37,103056822,0.021480784
37,103043126,0.022846002
37,103027126,2.58E-06
37,103027555,9.67E-06
37,103014493,0.7730112
37,103028010,0.99553055
37,103014638,1.66E-06
37,103007872,0.001484806
37,103039899,0.7817221
38,103048552,0.003628569
38,103019802,4.78E-06
38,103066643,0.8883993
38,103002347,0.9925885
38,103065471,0.052109234
38,103065149,0.12448852
38,103022537,0.20594169
38,103023098,0.94198924
38,103030987,0.916027
38,103023341,0.9541206
38,103019735,0.3692039
38,103053623,0.000272694
38,103017023,0.001432973
38,103032550,0.91547906
38,103032699,0.003860493
38,103000648,0.98410505
38,103028501,0.04457993
38,103051940,0.001005495
38,103004585,0.09930935
38,103037428,0.8715102
38,103010019,0.034843102
38,103029205,0.916027
38,103009485,0.9785857
38,103042196,0.84650046
38,103047693,1.88E-05
38,103032691,0.916027
38,103046148,0.000270668
38,103063725,0.9668308
38,103059115,0.000383902
38,103021181,0.8801554
39,103028781,0.54249436
39,103052369,0.95852244
39,103014257,0.9835591
39,103017281,0.9914556
39,103066286,0.9347834
39,103057836,0.21957888
39,103037253,0.8405668
39,103064602,0.002081293
39,103032897,0.9720005
