query_id,product_id,img_oof
2,103020842,2.4643413692171245
2,103047710,-4.601294564378414
2,103021636,-0.3862369852950391
2,103055828,-2.7520354888225915
2,103059542,-6.200362044629306
2,103004804,-8.840657897019572
2,103051607,-1.1837629403106682
2,101520853,-7.405866047234215
2,103044661,-8.840657897019572
3,103059677,-5.279717526166189
3,103015616,-3.063943071634872
3,103057016,1.5364763532794519
3,103004695,-1.1887398819867674
3,103054955,-2.792716003569702
3,103031519,-2.3044057233134456
3,103048505,-3.425422543015914
3,103020106,-0.832474334635623
3,103017224,-4.517887373988145
3,103031918,-0.9094957013211311
3,103042804,-3.512080787769093
3,103061272,-2.8570445571892598
3,103023997,-3.946720344553313
3,103053402,-1.6231981938336695
3,103026658,-5.743481248986786
3,103022609,-2.492593510666337
3,103014742,-6.223293830840788
3,103022526,-1.5684292820335928
3,103001160,-2.116612698428392
3,103030069,0.6393304168700358
3,103002684,-2.662314600248948
3,103052105,-3.249005966316134
3,103048691,-3.6602789415174044
3,103000311,0.10647008055710241
3,103001569,0.11264916336396869
3,103015987,-1.0715576035325884
3,103054880,-5.124131583062732
3,103065469,0.2909371786932542
3,103060816,-1.7497427781883044
3,103020379,-3.2919180294676718
4,103020947,-7.3172540529419425
4,103060216,-2.574786500038378
4,103015434,-1.2990039585927726
4,103041912,0.7811129116739552
4,103060649,-1.4894742157778076
4,103036183,-8.162311152092451
4,103047854,-6.9622059104404075
4,103039172,-7.464455744013396
4,103044650,-8.730971735938
4,103037676,-3.0098094699482765
4,103006733,-8.730971735938
4,103064880,-2.304409993159753
4,103002412,-4.378084596544586
4,103048629,-0.4839595648700279
4,103053116,0.11283502705672993
4,103000894,-0.7623341890658464
4,103028070,-1.4218479683034788
4,103002772,-8.05613618166302
4,103026129,-3.779372599519311
4,103061125,2.0664061772606
4,103007293,-3.144801044953815
4,103053750,-2.3219530740497465
4,103061967,-7.6094679058547445
4,103057012,0.007789302686137742
4,103023954,-3.179271015445705
4,103014612,-7.664642443590175
4,103016017,-7.633780228863014
4,103025374,-1.8675800324528267
4,103012954,-7.602085411717806
4,103057244,-7.792874267638993
5,103002463,-4.013911419750661
5,103063397,-4.775074109753251
5,103004394,-3.7181052859895494
5,103039657,-5.070587375544846
5,103031048,-2.757817622358508
5,103014338,-1.8435801909710992
5,103036395,-0.5693120816973459
5,103017318,-1.8796107850613217
5,103019343,-2.2524426723045594
5,103037430,-3.3087848369601893
5,103012547,-5.852312992099527
5,103037178,-3.307112186480146
5,103012151,-4.037140966387987
5,103039870,-3.774185651039131
5,103054870,-2.8090542904758156
5,103059302,-2.16184720797971
5,103037042,-2.6911777007349516
5,103056927,-2.293451132828091
5,103043653,-5.852312992099527
5,103020491,-3.895488609081089
5,103010905,-5.852312992099527
5,103015482,-4.620235712272486
5,103016283,-3.875221901822506
5,103060976,-4.738697502278015
5,103026927,-2.3490162133346164
5,103048711,-2.846607506155615
5,103025635,-4.888208675863257
5,103029690,-2.2758592866542413
5,103003607,-5.852312992099527
5,103040127,-5.765568345482357
6,103056693,-1.984241157406359
6,103013167,-3.5849787125387205
6,103019413,-2.755848664425591
6,103043186,-1.6236252659547512
6,103015590,-4.09269574137925
6,103048711,-2.846607506155615
6,103014895,-1.5449219199493591
6,103019280,-2.64875981312835
6,103031805,-3.984431339039241
6,103030494,-2.272042871445935
6,103002695,-4.124378305898219
6,103005612,-2.5384519246875588
6,103019343,-2.2524426723045594
6,103065270,-4.417838599635732
6,103038572,-3.7298304086767278
6,103040801,-2.988696725930605
6,103060976,-4.738697502278015
6,103043540,-4.323543806829129
6,103015482,-4.620235712272486
6,103033535,-5.958078708216813
6,103004400,-4.725496591078047
6,103060467,-4.040117271414236
6,103048405,-2.249592369241898
6,103043653,-5.852312992099527
6,103044038,-2.893248616839835
6,103038887,-4.227186334426243
6,103040623,-1.2363837780553488
6,103012547,-5.852312992099527
6,103018817,-1.9798758196032553
6,103014830,-1.9326912614197465
7,103052558,-2.1254875500573602
7,103029497,-0.9846857361733079
7,103023706,-0.8968587115019618
7,103032382,-3.282640868121404
7,103023750,-3.456183671567494
7,103063230,-3.526193954280417
7,103018684,-3.1802369533716366
7,103044794,-5.643076109920556
7,103055943,-3.282640868121404
7,102136121,-1.5045080133356603
7,103034140,-3.823001399968527
7,103025227,-1.0033165230374699
7,103008298,-2.8417348755716345
7,103017185,-3.282640868121404
7,103013719,-0.914890520891458
7,103029737,-3.4030978744664044
7,103034564,0.201191822258451
7,103049827,-0.5284863606649333
7,103002323,-5.566662302397394
7,103001621,-0.6290033519175094
7,103008587,-1.448299412519133
7,103000923,0.05837257671953819
7,103033940,-1.9987183539264401
7,103053756,-2.188048169958818
7,103041639,-1.045302585897283
7,103064589,-0.4378807420318655
7,103058845,-2.544014938581098
7,103036366,0.35108254468038325
7,103017077,-3.5679891366365832
7,103025475,-1.1472221787302093
8,103004955,-8.1734953998151
8,103013743,-9.486177522008827
8,103060230,0.13545685884838715
8,103060847,-7.053340489835513
8,103012850,-8.13112836252168
8,103060543,-7.634178761861642
8,103037936,-7.985980261984856
8,103062504,-9.486177522008827
8,103050843,-6.8890561346622405
8,103065930,-9.672440869872764
8,103000708,-6.795537795811961
8,103053699,-8.037656275203299
8,103045885,0.5036057414534925
8,103032105,-6.938966014395322
8,103012469,-9.283697207740442
8,103017713,-1.7954237585531794
8,103001472,-6.1854577518198965
8,103003002,-9.486177522008827
8,103004804,-8.840657897019572
8,103026050,-6.920956622562756
8,103018898,-9.486177522008827
8,103005007,0.6982237456172677
8,103031820,-9.486177522008827
8,103008954,0.6460273720430021
8,103044612,2.7453015164597843
8,103066820,-7.434977662651356
8,103037853,-6.74986833583199
8,103058235,-8.445285428520586
8,103060723,-9.486177522008827
8,103044745,-9.486177522008827
9,103053210,0.5018898138475614
9,103001472,-6.1854577518198965
9,103028285,-7.01344768859414
9,103013879,-1.7282790814436835
9,103037087,-6.16114387102472
9,103035384,-8.09146507779706
9,103059249,-6.073641621304408
9,103020568,0.7575330000187318
9,103009233,-0.06761011345704104
9,103003536,-3.545624223377158
9,103050891,-4.037148702708812
9,103066599,-5.77437735547934
9,103039956,-7.363847965000455
9,103037647,-0.11831273290015626
9,103063128,-6.308869373224854
9,103010044,-3.711625605904598
9,103011958,1.3549824691155947
9,103041614,-7.558061603921735
9,103060543,-7.634178761861642
9,102362300,-2.965069274256072
9,103011269,-4.745744199354755
9,103026240,-4.490457943776214
9,103063421,-6.043325788904911
9,103061802,-6.058858963587894
9,103042104,-5.808259547142969
9,103036194,1.0496579080118311
9,103037228,-7.855652349802403
9,103026689,-4.546147510774657
9,103056636,-4.920485855947554
9,103053775,-4.948419135921057
10,103014939,-2.467918555479649
10,103007367,-6.605139467694205
10,103039652,-3.228797010477429
10,103028653,-6.1114080882050725
10,103009705,1.861155904588893
10,103020203,-1.1753969860392701
10,103004341,-5.749946397861089
10,103021843,-2.8045928260464725
10,103060995,-1.7037048994712918
10,103055507,-5.9240134332483105
10,103026860,-3.7130995847957964
10,103060186,-5.599716466848333
10,103042080,-5.167259027784016
10,103027066,-5.904981221323206
10,103048544,-2.702872147045923
10,103035231,-4.750384492372507
10,103001298,-5.149250977045836
10,103061110,-6.51991599291229
10,103046240,-1.694146461014845
10,103063977,-4.935562645171802
10,103017037,-0.8610266258465834
10,103008480,-5.420926475240627
10,103048692,-6.064689945917742
10,103027358,-5.506055311423417
10,103041897,-4.098993077890637
10,103009922,-6.250119008709494
10,103044618,-6.069057678940455
10,103013314,-5.875594798886317
10,103012103,-5.987667939211461
10,103018851,-5.053192072212528
11,103002316,-5.743374101610241
11,101520853,-7.405866047234215
11,103007587,-1.026416420083727
11,103014407,-6.075052661452794
11,103057997,-2.8227754323079757
11,103027789,-4.648009233448389
11,103022199,-3.6873300589995237
11,103005532,-3.8823551870062856
11,103047779,-7.257624593277123
11,103052074,-8.036238682286552
11,103008383,-6.929640677262498
11,103008977,-5.485269505110037
11,103006180,-1.092864612465955
11,103000179,-6.1951132403101585
11,103019237,-3.0917456663062786
11,103013134,-5.373779151630007
11,103005485,-5.929345257219976
11,103062764,-5.1243014024052975
11,103004955,-8.1734953998151
11,103038081,-6.819053482680843
11,103056021,-1.281734867957949
11,103026722,-4.597933427798848
11,103002698,-7.7646924117250835
11,103065424,-5.092154419108382
11,103015421,-3.089800571045605
11,103053699,-8.037656275203299
11,103023374,-6.1581919078692575
11,103038681,-5.563812178715091
11,103066160,-6.385047883317782
11,103050767,-5.127024515390029
12,103031711,-5.854300783258683
12,103013406,-3.606481111125678
12,103065250,-0.8555451624988184
12,103056919,-0.4051971269080138
12,103007689,-5.437163904974201
12,103044603,-4.663585782145797
12,103018296,-2.639191092929804
12,103016766,-4.566941177653721
12,103044806,-4.699517299438424
12,103033315,-2.250543617696118
12,103014889,-9.481357275396643
12,103011035,-9.436532459043649
12,103012098,-5.419145420157956
12,103010572,-5.986174279788051
12,103022067,-4.405295730931728
12,103043477,-3.1348704395765616
12,103037336,-0.27043533124728836
12,103027352,-9.269736734596421
12,103022304,-1.6243481434801001
12,103014213,-4.186344141531195
12,103064191,-0.6839309215762596
12,103013560,-2.719423849233112
12,103024011,-1.335915923394406
12,103009291,-5.259546721610257
12,103008979,-3.54649208555769
12,103046364,-4.827575086493089
12,103007340,-8.619214037475889
12,103044121,-9.537995025879335
12,103066758,-5.0980740267888915
12,103033257,-4.0719022547814046
13,103010128,-1.3301187129845609
13,103007366,-2.397060399703554
13,103053874,0.22841065846365244
13,103054615,1.6975615673948594
13,103018063,-1.1523429801319973
13,103008228,-1.4885176360731787
13,103005387,-0.4331433268695484
13,103053404,-0.9800796041032763
13,103048832,-0.2878214048320372
13,103060666,-3.9116072974253413
13,103028073,-2.6872335567349754
13,103030385,-1.7542519181045537
13,103040208,0.17005380198130088
13,103016041,-0.5436834978496188
13,103040816,0.16261307427993932
13,103026049,-2.9109073061575836
13,103026247,-3.8193095911277886
13,103048596,-1.267245432107357
13,103055791,-2.3299126440930977
13,103037679,-0.7587536199411572
13,103017045,-0.9402333482113044
13,103050966,-1.7866061165621838
13,103014261,-0.2020301424411583
13,103056102,-2.8303470230673815
13,103016187,1.080806948998205
13,103037414,-0.8512503971601018
13,103028613,1.554732727146747
13,103033862,-0.9826308416165284
13,103016870,0.4263366576781285
13,103004149,-1.659191254694968
14,103064950,-1.9274098942826439
14,103020897,-4.198962491386217
14,103025305,-3.545742526759731
14,103028003,-3.50866817466998
14,103026683,-2.146526628711859
14,103023814,-3.374379242153778
14,103047942,-4.017142689667811
14,103037278,-5.199779895284714
14,103041008,-1.5789748979075737
14,103037742,-3.2715415490647963
14,103044151,-4.485275483108591
14,103040084,-2.98741152171432
14,102349644,-2.381940927090345
14,103018073,-4.66550212372677
14,103046694,-4.826348872268775
14,103045796,-2.966076661163972
14,103050707,-4.608399640940099
14,103036943,-2.329617422512656
14,103017920,-2.472020322208603
14,103019249,-1.7242440418698335
14,103007198,-2.6834275613985854
14,103056621,-4.236086778998482
14,100726466,-2.4986531738754807
14,103021787,-2.3010707261031538
14,103013363,-3.531790712873535
14,103012344,-2.586425115151001
14,103036190,-2.7162433293875945
14,103056157,-5.140799343266026
14,103016722,-1.9174512678006224
14,103044771,-3.1094394141760078
15,103028542,1.0706612737072647
15,103047996,-5.637698208827599
15,103059737,-5.482367460482851
15,103039316,-3.2017293266523685
15,103036660,-4.9318505054397965
15,103026151,-3.599862439950968
15,103021742,-6.6922568769819595
15,103005322,-2.194840375759649
15,103005678,-3.3729273902478396
15,103027582,-6.433287673737874
15,103043835,1.5433086575820492
15,103011726,-5.4232351931108855
15,103064638,-1.1087428213588675
15,103062082,-4.96946268180877
15,103029931,-6.237503239003704
15,103057779,-5.236875736428545
15,103058502,1.1416577322440167
15,103035841,-1.2579333655045128
15,103042604,-3.5690735780710496
15,100417141,-6.419993722151675
15,103048317,-3.4886224718050736
15,103045020,-3.9632468735432287
15,103007239,-5.916175172406882
15,103053297,-6.1663628520772455
15,103034087,-5.215187296527592
15,103009698,-2.263156779816523
15,103019072,-5.315671954121647
15,103052669,1.1248592992660926
15,103022619,-5.525065120620386
15,103041491,-3.1014434550912284
16,103045150,-3.2591080772297794
16,103053303,-2.152416481817212
16,103054073,-3.8644066982300793
16,103010061,-4.389601367114509
16,103064473,-1.7192284747303526
16,103055039,-2.774880179918381
16,103041516,-3.76893720475523
16,103030681,-1.631582007942067
16,103033951,-2.420582178514923
16,103042133,-3.938106714912348
16,103058360,-0.6078041934907235
16,103020446,-3.2394383147706076
16,103036804,-2.7435921319097814
16,103053875,-1.2671366273017344
16,103041181,-3.1615445911338553
16,103031229,-1.799575613120664
16,103063912,-1.6635538940468322
16,103000824,-3.1133366658322092
16,103061069,-4.896323605927705
16,103029395,-1.8621354470206335
16,103033036,-4.8987792374780845
16,103043452,-1.7652694889844138
16,103009467,-1.9573895098205096
16,103012856,-1.3911962186640172
16,103006909,-2.9934999418002946
16,103060931,-2.731938837512219
16,103019959,-1.7039828510266646
16,103020321,-1.992008315565881
16,103009164,-3.5245514882163897
16,103027724,-1.263044936351041
17,103051976,-5.206209779076979
17,103031010,-3.2408951371591392
17,103065448,-4.57737932098774
17,103050395,-2.3759383150413997
17,103036747,-1.6665257520218875
17,103061402,-2.6478460037789056
17,103002351,-2.2672423658290675
17,103047030,-4.523404225987577
17,103060761,-3.180313484270971
17,103057852,-4.216978292451747
17,103042418,-2.762839624550058
17,103027755,-5.000466060940926
17,103006200,-2.9568165772986004
17,103065942,-4.1944873562980804
17,103022895,-2.1763060701042654
17,103042579,-5.268114823404414
17,103048684,-2.5870539878921353
17,103021847,-4.161838325001489
17,103043087,-5.350031015137187
17,103007894,-6.248175762607558
17,103052135,-2.7613437829736074
17,103018092,-2.981918414713345
17,103038294,-5.117899022009683
17,103066606,-3.6127057441251376
17,103039325,-3.846973176629676
17,103006262,-5.460874872352999
17,103029993,-3.3070431292959555
17,103005938,-3.7396614765163387
17,103018355,-4.235723815800274
17,103055177,-3.121105703508148
18,103066484,-3.4713498432074505
18,103054050,-4.436826825681948
18,103038798,-4.223821020257335
18,103027435,-5.175053252453976
18,103065406,-3.8464971213850516
18,103041611,-0.9156844378455588
18,103039404,-3.426212884660969
18,103053337,-2.980601095629762
18,103010663,-4.550060784479969
18,103034905,-4.70054331213626
18,103014798,-4.694353667494759
18,103012592,-3.3993188701526096
18,103036202,-3.8275667548162895
18,103010846,-3.647747208657486
18,103056816,-1.6808557703456997
18,103023530,-3.423563508420298
18,103032969,-3.250324409214618
18,103028853,-1.833311776764924
18,103030062,-3.9400599413220467
18,103025784,-5.1927889545536985
18,103022342,-3.3879264244621936
18,103010911,-3.0947543355815545
18,103020992,-5.159134707787844
18,103023468,-2.789872951003066
18,103010207,-5.7670435278898635
18,103044189,-3.953491831830023
18,103042772,-6.323328291408967
18,103025121,-4.522136814778652
18,103031285,-0.9645450739595257
18,103031555,-2.723655715363482
19,103066314,-4.91874923295138
19,103057792,-4.609285130530513
19,103038270,-3.296597830121927
19,103023465,-1.2206569263643678
19,103066458,-4.895534638102083
19,103007916,-2.555713926885889
19,103022423,-3.069464606442022
19,103000419,-2.7697574898426294
19,103018498,-1.2254081297349846
19,103061855,-4.132450397318827
19,103001793,-2.068403490593999
19,103060641,-2.2238359439860957
19,103010779,-2.523696367396031
19,103039981,-5.644440767889341
19,103034295,-2.0364237486213312
19,103016982,-4.314038071703159
19,103059444,-2.6641228557949654
19,103041612,-3.224817065177467
19,103036709,-3.6350448355530203
19,103052755,-4.161446211277436
19,103061369,-3.6555992903535763
19,103040976,-4.35399069822624
19,103018738,-5.116034814034794
19,103016491,-0.8444411672978641
19,103045114,-2.9336837593070455
19,103059396,-2.20153971343614
19,103005091,-4.201556224079057
19,103027715,-1.367301537415683
19,103017348,-3.8194336419884793
19,103056474,-3.424082465104696
20,103019665,-1.28151955161718
20,103005479,-3.8441201641466725
20,103049410,-4.231551653715809
20,103010828,-1.8758481269776803
20,103054290,-4.8258429237513045
20,103022169,-4.502015359925219
20,103047329,-4.921941213909196
20,103023586,-5.273249201278943
20,103044312,-4.543725755226305
20,103058622,-2.8783518558066317
20,103003315,-5.0791343947525345
20,103052719,-3.396026572136509
20,103051846,-3.168347441333965
20,103022435,-3.0581318939044917
20,103058969,-6.190168144245759
20,103030071,-5.4385594559137065
20,103002636,-3.5429026479999655
20,103050983,-4.7474085433641875
20,103045385,-2.172158338725146
20,103025714,-2.2720609892431542
20,103014292,-2.3820951138558764
20,103024950,-2.101233619592931
20,103053580,-4.346555126732949
20,103003591,-3.1365098019392725
20,103022911,-2.9725470352126946
20,103035325,-1.833735437600828
20,103008473,-3.31081190596961
20,103022650,-0.8143862199017157
20,103047374,-2.2830158384976658
20,103037872,-2.4089690324150714
21,103052593,-5.683476416074634
21,103057404,-5.507855973293435
21,103052493,-4.764065030539581
21,103029613,-3.5265584322756607
21,103001533,-5.639924881973824
21,103020589,-3.300998727269124
21,103026965,-4.985245601791526
21,103036130,-3.997173307138116
21,103054424,-4.3640425834781595
21,103036946,-2.288065932738192
21,103016746,-2.7202248667347995
21,103016191,-2.063739008743428
21,103045511,-5.291633274579485
21,103052485,-3.5934285010532214
21,103059109,-4.890528951316484
21,103027150,-3.8040869916110287
21,103033178,-3.7195149829835192
21,103033244,-1.1821492815211356
21,103020794,-2.5573800758996836
21,103003685,-5.8056296334947355
21,103003642,-4.216249341159719
21,103026361,-4.658474539109917
21,103066619,-3.7705594111545038
21,103047875,-3.396355001625805
21,103008598,-2.537923325330505
21,103010375,-4.618077090962488
21,103026614,-4.3593308390528875
21,103051941,-1.7441251157145135
21,103064405,-1.5018879642479206
21,103045742,-5.507855973293435
22,103057446,-1.815293219093076
22,103049419,-1.4118502951159162
22,103015162,-3.713978567575433
22,103037918,-3.050581600110469
22,103017343,-3.3841809035332333
22,103005970,-2.527464441902538
22,103064149,-3.5334635849180343
22,103010652,-2.294160439770264
22,103052496,-2.6748255969408463
22,103045057,-0.5258844138219911
22,103011576,-3.438292201403278
22,103002209,-3.473806915657727
22,103004318,1.3726937775768047
22,103044271,-0.9894913774846674
22,103042702,-1.7442201916632238
22,103066394,-0.6469443958272231
22,103058123,-2.6777419802633835
22,103050343,-2.7143491611992188
22,103033353,-5.053160191680779
22,103001972,-3.444470567748875
22,103059943,-3.2175613504450427
22,103048094,-2.8028241437813164
22,103026885,-3.06963279992219
22,103034600,-1.139144850231644
22,103009701,-5.389468227614279
22,103036580,-4.197175363254689
22,103017486,-2.9554629304313544
22,103001591,-1.6055666170760223
22,103048356,-6.070658940040582
22,101110744,-2.151882055195819
23,103047250,-5.907074571516727
23,103000481,-5.907074571516727
23,103041170,-2.055187513058238
23,103009276,-3.736475540741073
23,103049763,-5.409870823975101
23,103038978,-5.055200215169121
23,103053462,-4.127898768927748
23,103020672,-5.522093675098335
23,103047162,-2.844103718310281
23,103015840,-3.2370472301794186
23,103043710,-2.777801604046287
23,103009542,-1.2557113072216515
23,103039503,-5.516004473876229
23,103007250,-3.262107982263941
23,103002000,-3.886648782255235
23,103039999,-3.487273589585559
23,103055211,-4.481660941726908
23,103050502,-3.5300729419997037
23,103017239,-2.9315909447103907
23,103033144,-4.548138854409566
23,103007015,-2.6288063608462933
23,103052359,-3.889283465524242
23,103003472,-3.0212963628907032
23,103002817,-3.643544505826944
23,103059105,-4.461260510327217
23,103034403,-3.6955297032790466
23,103028029,-4.325086110761715
23,103008239,-4.1803296438054955
23,103003239,-4.299675624574158
23,103052829,-4.623129057099456
24,103053521,-4.09820844894391
24,103012562,-4.100338211803788
24,103016450,-5.604753856683885
24,103001633,-3.595654719351409
24,103010021,-2.3192454377470346
24,103009969,-2.3606748765600822
24,103039574,-4.095383778563632
24,102137929,-4.093672476672591
24,103004316,-1.7307902404887308
24,103036016,-1.034286128728028
24,103024093,-4.484346180961219
24,103024644,-4.21437552270472
24,103021639,-3.2343223141737165
24,103009795,-2.82755276654128
24,103028631,-3.8443587778675172
24,103029620,-3.1839836260377146
24,103005738,-1.0589897208345502
24,103022012,0.8997094067425393
24,103003594,-2.99492759184451
24,103005714,-2.826407074768521
24,103012286,-3.147497506874333
24,103041627,-4.505410255670735
24,103066478,-4.468153241083823
24,103066077,-6.022466750914524
24,103019866,-5.407008958621563
24,103063356,-3.008446850619593
24,103008848,-2.382046982522364
24,103065134,-5.107082891544027
24,103059828,-4.167631713226828
24,103041304,-1.4855396918964077
25,103040636,-1.8529541800560994
25,103010574,-2.672398057363412
25,103014795,-3.611938334169104
25,103040386,-2.238651139653578
25,103012020,-3.6393950095844976
25,103022261,-2.9443139252113286
25,103043992,-3.2230381137912847
25,103028186,-3.5487037569851436
25,103017265,-3.9450619293417097
25,103026473,-1.2991136249356179
25,103037396,-2.8618637744048483
25,103053704,-2.5953966468170426
25,103066519,-2.5665153167491805
25,103047800,-4.0752340094764214
25,103007306,-3.708866263164615
25,103041677,-1.4169506592037797
25,100239439,-3.861200105761082
25,103040736,-2.618753996822338
25,103053613,-4.7996628952392335
25,103057313,-4.00901321773172
25,103064809,-2.9520053611026986
25,103024966,-4.31233167522053
25,103032777,-3.0662253115167823
25,103057650,-2.595068128729934
25,103049645,-2.1505640244361426
25,103025378,-3.0742638517765366
25,103032333,-3.280941108437737
25,103039139,-2.5814046694393538
25,103048130,-2.9648363464174476
25,103034053,-2.5172557467400942
26,103059139,0.7156799040977994
26,103042654,-1.5124208810675162
26,103019551,-3.4343705098466186
26,103018992,-5.1801451752269045
26,103047412,-3.9154742852402924
26,103021110,0.16950241762010276
26,103012261,-1.6029588746272934
26,103064905,-5.0150816530375995
26,103006178,-2.620116377687067
26,103062843,-4.151468636487375
26,103014870,-4.016159979518496
26,103059082,0.9695314238355672
26,103063715,0.5108116295569363
26,103036896,-3.3921062714042356
26,103026854,-0.3167499214340096
26,103064903,-2.799745309264253
26,103057445,-5.086728249803948
26,103060676,-2.3578429532531606
26,103051243,0.09530836285538957
26,103048380,-4.601432440693236
26,103050931,-4.441132366516534
26,103064533,-5.063328472959916
26,103010083,0.16219335456519063
26,103008929,-3.122893241899563
26,103030889,-0.11627828045211983
26,103031866,-0.4283870437092379
26,103036470,-3.141411550970764
26,103033380,-3.826721238696572
26,103061521,-2.7175975066418427
26,103060793,-3.8278085588630435
27,103004614,-4.517568049304049
27,103047352,-4.161287561230283
27,103007121,-2.427537148164389
27,103065939,-4.885411856610951
27,103038448,-6.987492848202047
27,103028612,-5.036625726456934
27,103065150,-5.7125064634826455
27,103059677,-5.279717526166189
27,103057620,-3.979620841617193
27,103062433,-5.72934703947508
27,103036329,-5.244999760928483
27,103033361,-3.775994878732354
27,103021368,0.360461957419996
27,103060070,-5.849730343282966
27,103048662,-4.849556854877719
27,103012021,-2.2111543034973518
27,103012053,-4.924716354049108
27,103056856,-1.0385522026466072
27,103019674,-5.302555435168919
27,103038102,-4.820028210939179
27,103010263,-5.16819431269863
27,103013477,-1.7154502051565776
27,103036473,-2.2630918161565887
27,103059970,-5.318674992745401
27,103011139,-4.439629744972488
27,103063782,-6.890289915013766
27,103049148,-4.553430914720573
27,103016093,-5.313557047148724
27,103019500,-5.45376261128515
27,102406628,-4.816234446482623
28,103044487,-6.4767277617148835
28,103007847,-6.250676511216405
28,103015926,-1.1935444440964984
28,103018778,-3.4646672661921682
28,103002962,-3.9626109958280953
28,103005069,-4.316808739441913
28,103041121,-1.5296449780295118
28,103022430,-0.5675816839693253
28,103001298,-5.149250977045836
28,103034178,-0.3095546402670001
28,103014371,-2.1563595167690273
28,103050689,-0.9984825913010007
28,103057283,-4.127000073816994
28,103005378,-1.9460517660412497
28,103025223,-6.273218887787855
28,103012166,-4.728170575269723
28,103051997,-2.8437929789753733
28,103059161,-3.657260379937739
28,103013281,-2.1866871173527076
28,103011879,-6.768414637627074
28,103063666,-5.70159399195229
28,103004185,-5.960211117514644
28,103008234,-4.137814488676865
28,103023940,-4.101861589259382
28,103007974,-3.7684714336373046
28,103037971,-2.8654873578076945
28,103002419,-4.331771653986588
28,103047726,-4.882809690920226
28,103060221,-4.908202875443542
28,103050073,-5.275439833333696
29,103031088,-6.38051873981914
29,103063969,-6.6851704082305705
29,103063283,-2.7893901765991767
29,103010683,-6.5315457265420545
29,103006981,-6.084802977521306
29,103018613,0.3902919554360726
29,103009256,-7.486640611473475
29,103061739,-6.548615539146891
29,103032999,-7.007438467751211
29,103016762,-6.129113517326319
29,103000301,-5.595945342863548
29,103050580,-4.820491136994668
29,103053124,-3.345124881901107
29,103064509,-6.456651650006037
29,103012563,-7.622519581156697
29,103019897,-6.2736962619039485
29,103006039,-1.6870000355928665
29,103025118,-6.364443853222559
29,103043249,-5.53101608261804
29,103051950,0.7196032515712327
29,103065203,-6.817525278123869
29,103037923,-5.470784071392185
29,103011604,-7.197147798001894
29,103043391,-6.2342631251921325
29,103039753,-6.036754294957487
29,103060707,-5.062416087213892
29,103012775,-2.3357246310863333
29,103005717,-5.356414445445767
29,103055393,-6.830536666933732
29,103057074,-6.3399578327028685
30,103019897,-6.2736962619039485
30,103000301,-5.595945342863548
30,103061739,-6.548615539146891
30,103014572,-1.468584493481818
30,103009256,-7.486640611473475
30,103032999,-7.007438467751211
30,103016762,-6.129113517326319
30,103064509,-6.456651650006037
30,103012563,-7.622519581156697
